tweet_id,content,llama_sentiment,phi_sentiment,deepseek_sentiment,final_sentiment,manual_sentiment
1621271165644804096#m,Convencer meu chefe a deixar usar o chat gpt pra fazer trabalho da facul 👌,NEUTRO,NEGATIVO,POSITIVO,,NEUTRO
1621292042427957248#m,"Meu desafio agora, enquanto professor, é saber usar o ChatGPT a meu favor pra potencializar as aulas e a pesquisa.",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1621296021622898688#m,"#ChatGPT 
ChatGPT: quando que o Lula
 Vai finalmente Liberar as Picanhas!!!

#chatgpt...(...)  π [_] πC∆...",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1621633404675522561#m,"A primeira é mais difícil, pra segunda ta rolando o tal do Chat GPT. Vi um menino q juntou o tal do chat com uma impressora 3D pra fazer as lições de casa dele",POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1621633554483478529#m,Google investiu US$ 300 milhões em IA fundada por ex-pesquisadores da OpenAI ift.tt/BtC7MDO,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1621635447611965447#m,"Man vcs não têm ideia como o chat gpt é útil na vida de estudante, de vdd",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1621643297801342977#m,"Pedi pro chat gpt bolar um planejamento de estudo de macroeconomia em etapas e tópicos e fiquei assustado com a resposta.

Pedi um planejamento mais aprofundado e incluindo tópicos q tivessem ficado de fora e fiquei MUITO ASSUSTADO.

Positivamente assustado, vale destacar",POSITIVO,NEUTRO,NEGATIVO,,NEGATIVO
1621656333001887744#m,Chat GPT PRO: A nova versão do CHAT GPT vai dominar o MUNDO? youtu.be/55Ak_CHjRjM via @YouTube,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1621972277762953216#m,"3/3

Para muitos, isso era um problemão…

Mas a própria OpenAI viu isso como uma grande oportunidade, por isso, criou uma solução:

A dona do ChatGPT criou uma ferramenta que mostra se um texto foi criado ou não pelo próprio ChatGPT, a fim de resolver a questão de “plágios.”",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1621991545007112192#m,talvez o próprio chat gpt seja seu homem ideal,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1621991997375389701#m,"#MaisLidasBloombergLínea | A OpenAI, empresa responsável pelo chatbot ChatGPT, que se tornou um sucesso viral como ferramenta de Inteligência Artificial (IA), oferecerá uma assinatura premium para seu serviço por US$ 20 por mês:

bloomberglinea.com.br/2023/0…",NEGATIVO,NEUTRO,POSITIVO,,POSITIVO
1621996166308061186#m,Viciado em usar o chat gpt kkkkkkkkkk,NEUTRO,NEGATIVO,POSITIVO,,NEUTRO
1622013556223889408#m,Chat gpt é uma mão na roda slc,POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1622020342880370689#m,Exemplo de uso de ChatGPT corrigindo um exercício pra mim,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1622377813557796865#m,"OpenAI cobrando 20 USD/mes pra furar fila no ChatGPT, e o foda que o baguio é TÃO BOM que se o dólar tivesse baixo eu pegaria a assinatura com ctz",NEGATIVO,NEUTRO,POSITIVO,,POSITIVO
1622380775793463296#m,Vocês também escrevem por favor e obrigada para o ChatGPT?,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1622383683645612036#m,ChatGPT é muito foda,NEUTRO,NEGATIVO,POSITIVO,,POSITIVO
1622383942220275714#m,Estou pensando em entrar no ChatGPT e programá-lo para que ele escreva os meus tweets.,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1622701999358877696#m,"Você já está usando a IA no seu E-commerce? Conta pra gente!
.
.
 #IA #OpenAI #InteligenciaArtificial #Ecommerce #LojaVirtual #VendasOnline",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1622708783767076867#m,"Cara, nem a turma da OpenAI deve realmente entender hahaha",POSITIVO,NEGATIVO,NEUTRO,,NEUTRO
1622746419898593286#m,"Pede pra ele comentar da integração do Bing ao ChatGPT, tenho certeza de que ele.sabe do que se trata.",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1623083602425643018#m,"A Microsoft saiu na frente com a reformulação de seu mecanismo de busca Bing e do navegador Edge alimentado por inteligência artificial, semanas depois de confirmar planos de investir bilhões na OpenAI, a empresa por trás do ChatGPT. #IA",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1623092587031678980#m,"Nossa, será que eles usaram o chat gpt? KKKK",POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1623093671124955143#m,o chat gpt vai fazer pra mi,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1623094681520201732#m,Eu acho que tô ficando viciada no chat GPT,POSITIVO,NEGATIVO,NEUTRO,,NEUTRO
1623096988169342976#m,Disseram aqui na acad que é o chat gpt que tá criando os fakes +18 kkkkkkk,POSITIVO,NEGATIVO,NEUTRO,,NEUTRO
1623100297491914754#m,falando com uma IA sobre a vida e refletindo e porra? esse chat GPT é inteligentao,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1623105135877447680#m,"Gpt, me dê um soneto sobre Lula",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1623108006937231363#m,Microsoft apresentou o todo novo Bing com tecnologia ChatGPT. tekgenius.pt/microsoft-apres…,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1623108682694238208#m,Ao ChatGPT kkk,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1623319260079566850#m,Já temos piadas com Google Bard seduzindo o Bing com um crit em carisma?,POSITIVO,NEGATIVO,NEUTRO,,NEUTRO
1623432601838174208#m,"a bard tem mais quimica com a porra da jasta do q com o kell

queria tanto q ela ficasse com a capitã gostosona😭😭😭😭 a gata ficou toda encantada só de ver a mulher",NEUTRO,NEGATIVO,POSITIVO,,NEGATIVO
1623457968472866817#m,metade dos meus tweets são escritos por mim a outra metade é pelo gpt3 se tudo der certo logo logo pelo gpt4,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1623463457923244034#m,"mano, agora nem passou wifi...
Fiz uma pergunta ao GPT e ele me respondeu uma informação atual, depois perguntei se tinha acesso a internet, o GPT saiu...
e quando fui no twitter postar, não conseguia...

Pensei, pronto vou morrer, me descobriram e vão me eliminar da internet...",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1623463810919956480#m,Coloca o Chat GPT pra te ajudar 😅,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1623470928955940866#m,"O ChatGPT é uma ferramenta da OpenAI que utiliza inteligência artificial para responder praticamente qualquer pergunta que você fizer. Ela funciona em forma de chat, você envia uma pergunta ou pede para ela escrever algo, e ela responde perfeitamente.",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1623776874626437120#m,"A Google terá o seu próprio chatbot para responder a perguntas de diversas áreas como um ser humano. 
A ferramenta, chama-se «BARD» e lembra o ChatGPT do laboratório de inteligência artificial OpenAI.

- Será que o «Bard» vai impulsionar as próximas receitas?",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1623789836523143168#m,"O chatGPT tem sido um caso de sucesso e alvo de inúmeras experiências ""antropológicas"" no entanto não podemos esquecer que esta ferramenta só existe graças aos nossos dados. A OpenAI vai comercializar uma versão paga e temos o direito de decidir se a nossa info pode ser usada.",NEGATIVO,NEUTRO,POSITIVO,,NEGATIVO
1623807473382567936#m,Olá @OpenAI por gentileza corrigir isso !,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1623824418123153408#m,"Poh, meu DAN já tá respondendo quase igual o GPT, e se recusa a falar de política e coisas do tipo. Tem alguma formatação nova pra ativar ele?",POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1623826216338837504#m,"o chat gpt vc simplesmente ""sai conversando"" com uma IA generativa. Aí o Google percebeu que é uma ameaça e tá tentando contra-atacar:

cnnbrasil.com.br/business/go…",NEGATIVO,NEUTRO,POSITIVO,,NEGATIVO
1623833224567824389#m,"""aí o chatgpt vai autorizar tarefas manuais e vai sobrar mais tempo para os trabalhadores""
VAI SIM SEU TONTOOO, CERTAMENTE O PATRAO VAI MANTER O MESMO NÚMERO DE FUNCIONÁRIOS",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1624135602441490442#m,"Vida corrida aqui, só hoje é que consegui logar o OpenAI para testar.

Acabei de pedir à ele(a) um ""modelo de petição inicial de aposentadoria por invalidez"".

Estou assustado.",NEGATIVO,NEUTRO,POSITIVO,,NEGATIVO
1624151311645040643#m,"ChatGPT e o Talento Humano.
ENTENDA A TECNOLOGIA E AS APLICAÇÕES DO ChatGPT.

Leia o artigo completo - buff.ly/3RxCBW2 

#ChatGPT
#Chatbot
#OPENAI
#MachineLearning
#ArtificialIntelligence
#GenerativeAI
#DeepLearning",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1624158632639139845#m,No chat gpt vc pode pedir pra escrever conteúdo com um determinado tom. Não é muito criativo mas funciona e é bizarro pensar que isso tudo é feito por IA.,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1624160817347284992#m,e eu que invés de falar ``chat GPT`` falo ``chat LGBT`` 🤣,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1624174182798950400#m,muito viciada no chat gpt,NEUTRO,NEGATIVO,POSITIVO,,NEUTRO
1624179634500775937#m,galadriel is SO a gemini,NEUTRO,NEGATIVO,POSITIVO,,NEUTRO
1624189237368086528#m,apoio muito o off e o gun apadriarem o forth e o gemini,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1624192139428040705#m,Será que eu tenho chances com o chat GPT? Temos conversado tanto,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1624194141356986369#m,ChatGPT pode ser enorme para conversas no jogo com NPCs dlvr.it/SjFHZb #Notícias #ChatGPT #conversas #enorme #Jogo,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1624196035726700550#m,"o futuro da humanidade e ser empregado das maquinas, fiz dois trabalhos so usando o gpt",NEGATIVO,NEUTRO,POSITIVO,,POSITIVO
1624196094086242304#m,"Você já ouviu falar sobre o ChatGPT?

Descubra a inteligência artificial que está mudando a forma como pensamos sobre a criação de conteúdo para auxiliar na sua estratégia de vendas!

Aprenda a utilizar o ChatGPT em nosso canal do YouTube.
Link: youtu.be/xjZDaRp9a9M",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1624505933714817031#m,um widget no chat gpt ? ia ser maneiro substituir a cortana lá ou algo do tipo,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1624513518379704323#m,Chat GPT devidamente corrigido para incluir em sua base de dados o resultado das últimas eleições presidenciais no Brasil!!!!,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1624540101815504899#m,"Uma coisa que seria foda, seria colocar o chat gpt pra gerar diálogo dos npcs,  aí seria muito mais intuitivo e vivo",NEUTRO,NEGATIVO,POSITIVO,,POSITIVO
1624548366167207940#m,"CHATGPT: Inteligencia Artificial fala quem é maior clube de São Paulo - CONCORDA? #SPFC 
spfc.net/news.asp?nID=233028",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1624550790688870400#m,fala ae gemini tu me namoraria ne????,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1624856317088104448#m,OpenAI lança assinatura de ChatGPT Plus no Brasil por R$ 105 bit.ly/3K6oEwy #tech,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1624871644413022212#m,"""Não porque o Chat GPT é um grande aliado na pesquisa e etc""

ChatGPT:",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1624871971837165568#m,Chamei o chat gpt ontem pra jantar,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1624888572808495105#m,"E recomendo a leitura desse texto, que fala um pouco sobre isso que comentei:

businessinsider.com/chatgpt-…",NEGATIVO,NEUTRO,POSITIVO,,POSITIVO
1624915634646573058#m,Super de acordo com o algoritmo do ChatGPT sobre A Lei do Amor estar entre as melhores novelas produzidas no Brasil,NEGATIVO,NEUTRO,POSITIVO,,POSITIVO
1624917890934636544#m,Eu sei chamar a API do ChatGPT. Entre em contato para consultoria de Inteligência Artificial e Machine Learning 🙏🙏🙏,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1624921121878417412#m,"acho que quem programa nunca mais vai sofrer enquanto chatgpt existir

Falei: faz um código com tal coisa usando tal coisa (??)",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1625030812721729536#m,"O choro dos devs é compreensível. Com GPT4, provavelmente a minha avó programará um uber.",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1625095026685476864#m,E tra poco esce GPT4...,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1625236919587074050#m,"OpenAI lança assinatura do ChatGPT no Brasil com preço a partir de R$105  A OpenAI anunciou o lançamento da assinatura do ChatGPT no Brasil. Com preços a partir de R$105, o modelo de linguagem de última geração foi treinado com milhões de… fai.informazione.it/daiblog/…",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1625240156130234369#m,"Pedi pra openAI reescrever um e-mail com linguagem informal, pra um público adolescente, ela mandou na primeira linha um

 ""Junta-te à nossa live""",NEGATIVO,POSITIVO,NEUTRO,,NEUTRO
1625271816108539905#m,Eu parei pra pensar aqui e o chatgpt é basicamente a janet de the good place só que a gente n precisa morrer pra acessar ele,POSITIVO,NEGATIVO,NEUTRO,,NEUTRO
1625276130830782467#m,chatgpt amassa dms,POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1625281440421400579#m,Um brainstorm de 2 horas que poderia ter sido 5 minutos de ChatGPT,POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1625282045256630277#m,"Testando os conhecimentos do ChatGPT ☺️

Só tá um tantinho desatualizado Hahaha

#Fallen #professorfallen #imperial #Goimp 💚",POSITIVO,NEGATIVO,NEUTRO,,POSITIVO
1625511394652168195#m,"O GPT3 tem filtro, fácil criticar, quero ver quando lançarem o GPT4 anunciado ano passado com previsão para este ano, e mais, não tem a mínima chance de a IA não fazer as funções com excelência, afinal, matemática é uma ciência exata.",POSITIVO,NEUTRO,NEGATIVO,,NEGATIVO
1625613142716719104#m,"Essa tecnologia, que ainda está na infância, já é util para quem se interessa em descobrir as melhores aplicações

Quem aprender HOJE estará preparado para se beneficiar ainda mais quando as novas versões dos LLMs forem liberadas

O GPT-4 será liberado ainda neste ano",NEGATIVO,NEUTRO,POSITIVO,,POSITIVO
1625973524228702235#m,O DAN vai sendo atualizado e a OpenAI vai corrigindo como um jogo de gato e rato.,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1625983427668242438#m,"eu tô viciado no tal do chat gpt, fico pedindo desde sugestão de aula, como criar código x na linguagem y, até como seria um diálogo entre naruto e bolsonaro. Fico horas usando isso, socorro.",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1625992928727384070#m,"Eu queria que a Microsoft trouxesse Windows Phone de volta, todo integrado com o Bing novo é com a cortada rodando GPT3+/GPT4, talvez pudesse finalmente acabar com o duopolio IOS/Android…",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1626002656081723392#m,"fdc, acabei de entregar um artigo de opinião q o chatGPT fez pra eu sobre ética nas mídias sócias como atividade q um professor passou",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1626003935721824258#m,"Pô, perguntei ao tal Chat GPT sobre as características ( detalhei) do Di Plácido,  não soube responder. Por outro lado, pedi para a IA fazer um conto com 7 pags, e ela mandou bem...
#Botafogo #conto #ChatGPT",POSITIVO,NEGATIVO,NEUTRO,,NEUTRO
1626005419855433730#m,"consigo imaginar facilmente a IA ajudando nas pesquisas nada a ver que o pessoal faz no google. 
Consigo imaginar um quadro do @naosalvo com o pai do cid perguntando coisa aleatória pro chatGPT tbm",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1626007771689758723#m,amiga eu tenho me divertido mto com o chatgpt tá na hora de vc se juntar ao lado negro da força,NEGATIVO,NEUTRO,POSITIVO,,POSITIVO
1626008250834472961#m,Agora eu me assustei um pouquinho! kkkkkk #ChatGPT,NEUTRO,NEGATIVO,POSITIVO,,NEUTRO
1626322382284636160#m,"Com vols que sigui el teu chatbot de conversa generativa?

El projecte #chatGPT d’@OpenAI, obert a comentaris.",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1626347276951076869#m,"gentee, o bot do openai debochou de forma carinhosa de uma pergunta minha, essa máquina tá criando personalidade",NEUTRO,NEGATIVO,POSITIVO,,NEUTRO
1626348711046529026#m,"Uia, eu tinha chutado que isso levaria uns 3 anos, mas foi muito rápido.

Btw o GPT da OpenAI já era acessível antes via API.",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1626359462704422913#m,MEUS DADDIES feat. MIRI da @gemini_ink CHEGARAM 😭😭😭😭💖💖💖💖 Morri com as adesivos de brinde tb 🥺💕,NEUTRO,NEGATIVO,POSITIVO,,NEGATIVO
1626359694116679680#m,Pensei em uma rede conectada com cérebro de animaL. Essa ideia SURGIU em 2010. Pensando sobre DNAs de animais em evolução. E se algum tipo de GPT estivesse conectado e fornecendo respostas. Na época pensei em gatos. Criei um avatar. Uma gata com flor no cabelo. AFF!QUE MALUQUICE!,NEGATIVO,NEUTRO,POSITIVO,,NEGATIVO
1626367017438552067#m,Manda no chatGPT. Vai q ele da uma iniciada boa e depois vc segue,NEGATIVO,NEUTRO,POSITIVO,,POSITIVO
1626651549131804675#m,"#Microsoft estaria a testar usar IA com #Minecraft
👉 tugate.ch/0kf4f4
...
#microsoft #Minecraft #OpenAI #tecnologia",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1626701852774477826#m,"SXSW 2023: Tilda Swinton, Robert Downey Jr e CEO da OpenAI estão entre os novos palestrantes divulgados - is.gd/O1JhZN",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1626728232488775680#m,FAZ 1 SEMANA QUE EU USO CHATGPT TODO DIA. EU CHEGUEI A PERGUNTAR SE O OVO QUE EU QUEBREI TAVA ESTRAGADO MESMO OU NÃO.,POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1626732152732717066#m,até o chatgpt sabe,POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1627057865331716098#m,"Eu não tanquei quando vi o curso ""Chat GPT do básico ao avançado""",POSITIVO,NEGATIVO,NEUTRO,,NEUTRO
1627066368712646656#m,"Hoje usei o chat gpt fiquei  apavorado.  Para meu rpg,coloquei as caracteristicas de um npc, descrevi uma situação que ele estava passando junto aos pjs e perguntei como ele deveria reagir baseado nas informações fornecidas. Me deu 4 alternativas bem razoáveis. Vcs já usaram ?",POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1627094925715308545#m,"Hoje foi a primeira vez que eu fui mexer no tal ChatGPT pra ver como era, e eu to em choque total de como absolutamente qualquer coisa q vc pergunte ele sabe responder😐",POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1627435363722489857#m,"ChatGPT e o lado Humano da Tecnologia.
PORTUGAL — ENTENDA A TECNOLOGIA E AS APLICAÇÕES DO ChatGPT.

Link para ler o artigo completo -  buff.ly/3Z5xgbd 

 #ChatGPT #InteligenciaArtificial 
#OPENAI
#MachineLearning
#ArtificialIntelligence
#GenerativeAI
#DeepLearning",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1627452500050673668#m,"Estive a debater com o chatGPT sobre se ""ele"" deveria ou não escrever uma história sobre tolerância e respeito na qual a personagem principal morra. Na primeira tentativa não consegui, sinalizaram que o conteúdo viola a política de conteúdo. À terceira tentativa lá consegui+",POSITIVO,NEGATIVO,NEUTRO,,NEUTRO
1627453577118588929#m,"Queria entender mais sobre o funcionamento de IAs como chatgpt, como esse viés seria aplicado? Acesso a conteúdos de uma bolha X para se ter biblioteca limitada?",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1627455898972045312#m,"perguntei quando o Pelé morreu, ele disse que tava vivo kkkkkkkkkkkk ta sabendo nem o basico o menino chatgpt",POSITIVO,NEGATIVO,NEUTRO,,NEUTRO
1627794987910930439#m,"Ok a cena mais bacana sobre o chat gpt é depois de uns dias a usar, é perguntar o que ele aprendeu cntg
I mean kinda crazy de pensar nisso",NEGATIVO,NEUTRO,POSITIVO,,POSITIVO
1627805279126540292#m,"não hesite em ter êxito 

chat gpt 

"" Com passos lentos eu pude hesitar,
Mas persisti, não deixei de tentar,
E com êxito, enfim, consegui alcançar
O que antes parecia impossível de conquistar.""",NEUTRO,NEGATIVO,POSITIVO,,NEUTRO
1627807021582979078#m,"Chatgpt, Como dizer que IA não tem viés ideológico dizendo que IA tem viés ideológico?",POSITIVO,NEGATIVO,NEUTRO,,NEUTRO
1627810435507388417#m,"Gemini me desculpa, mas o Fluke me ganhou demais hj e tive que colocar no perfil",NEUTRO,NEGATIVO,POSITIVO,,POSITIVO
1627814122166358017#m,"LITERALMENTE

O @elonmusk está nos salvando as vidas, ainda que o projeto chip no cérebro assuste.

A intenção é boa, todavia não se pode garantir que o projeto não avance para além do objetivo e passe a controlar a mente humana.

O chatGPT também assusta.",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1627818484666073088#m,#ChatGPT #IA #InformáticaAplicada #Educação ChatGPT: “Estamos a viver um momento histórico no uso de Inteligência Artificial” tek.sapo.pt/noticias/computa…,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1627820093345353731#m,DE ONDE TA SAINDO ESSES VÍDEOS DO GEMINI KKKKKKKKKK,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1628105772885213207#m,"Aí DS, mudando um pouco de assunto... Porque não pede para o chat GPT montar uma história da sua temporada perfeita",NEGATIVO,NEUTRO,POSITIVO,,POSITIVO
1628107498417684494#m,"Eu cinco minutos atrás: que saco, agora é tudo AI, as pessoas tão ficando preguiçosas.

Eu agora: usando chat gpt bem quietinha 

🤣🤣🤣",POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1628116941004058624#m,"Mano se não conhece o ChatGPT, conheça, é um caminho sem volta, pede pra criar uma história e vc vai falando o que vc quer, se não gostou dar um regeneration ou pode digitar abaixo coisas que quer excluir ou pedir pra deixar menos dramático 

chat.openai.com",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1628175466061258755#m,"Amg,vai num site chamado chat gpt,ele é um bot q pode te ajudar com a redaçao",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1628178353378189313#m,Agora é Dr GPT,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1628535859078201344#m,"Tem uma cena em #MoonlightChickenEP5 que o Gemini lambe o canudo… pqp fiquei de *** duro no escritório.

O efeito que os tailandeses causam em mim.",NEUTRO,NEGATIVO,POSITIVO,,NEUTRO
1628536845574217729#m,na moral q esse chatgpt pra fazer atividade é massa queria ter isso no ensino medio,NEUTRO,NEGATIVO,POSITIVO,,POSITIVO
1628543730935296000#m,"Abro o google docs;
Gravo um texto por voz;
Transformo em artigo no chatGPT;
Transformo em roteiro no chatGPT;
Transformo em resumo para redes sociais no chatGPT;
Transformo em áudio e adiciono um rosto gerado por AI no Synthesia;

O pesadelo dos tecno-apocalípticos.",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1628543924368248832#m,mano esse chat gpt é td q a alexa nn consegue ser,POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1628544747647238145#m,"o gpt pegando todos os atores q hitaram nos ultimos 5 anos pra formar o elenco dessa novela (e msm assim n achei q ficou coeso, sei lá todos são talentosos - off a ruyva q n gosto mt, mas n juntaria todos na mesma novela ou nesses personagens)",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1628895985576423425#m,Eu acredito em tudo que o Chat GPT diz e nada me convencerá do contrário.,POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1628896728396046340#m,Chat gpt pedindo perdão pro meu amigo depois de errar a conta trocentas vezes,NEUTRO,NEGATIVO,POSITIVO,,NEUTRO
1628900871881850885#m,"note com CF, kindle com CTN, chatgpt com analises...só falta um holograma",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1628902725227249666#m,eu amo toda vez que essa imagem aparece na tl porque june gemini tem logo 2 bandeiras pq 1 só nao eh suficiente pra representar o terror que nos somos eh isso mesmo Tenham Medo,NEUTRO,NEGATIVO,POSITIVO,,NEGATIVO
1629198379862327296#m,OpenAI contratou muitos ex-funcionários do Google e Meta para desenvolver o ChatGPT ift.tt/ox7bfH2,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1629242335677628420#m,"Bain & Company firma aliança com a OpenAI, criadora do ChatGPT -
itforum.com.br/noticias/bain…",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1629253044469628930#m,"O chat gpt é bom D+ E aí ele foi certeiro. 
Mas só aproveitando a onda da galera pra avisar q tudo de novo q ele aprende é com base no q dizemos a ele. Então mtas vezes ele acaba errando. E ñ dá pra levar o q ele diz como sendo sempre a verdade. Mas dá pra se divertir mt com ele.",POSITIVO,NEGATIVO,NEUTRO,,POSITIVO
1629257363390889985#m,"Microsoft vai levar IA do ChatGPT por voz para celulares em breve (via @EstadaoLink) 
bit.ly/3EwIKML",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1629260297792897027#m,A insegura: pedi pro CHAT GPT analisar meus poemas:,NEUTRO,NEGATIVO,POSITIVO,,NEUTRO
1629262072738455552#m,"Criei um bot que fica respondendo esses e-mails em ChatGPT, quando mais tempo esses caras perderem menos pessoas caem. 
Ju, uma solução de início seria agência. Só no início",POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1629266446931853312#m,"Minha mãe é advogada, já idosa com 65 anos, e desde o início da pandemia tem me pedido ajuda diariamente para digitar as petições dela por eu ser mais rápido. Ela, porém, é muito lenta para formular as frases. Agora, ela só precisa entregar um resumo e o ChatGPT expande tudo.",POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1629269272147927040#m,Joga no chat gpt kkkk,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1629477236729421825#m,"Na vdd não é mentira, o chat GPT tem conhecimento até n mês de 2021. Isso diz até mesmo na homepage e no blog da openai",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1629535568462848002#m,"""É realmente extraordinário que a OpenAI publique documentos como este, que de forma prática discute o desenvolvimento da superinteligência em breve, e enquanto isso 99% da espécie humana não tem ideia do que está por vir, ou prefere ignorá-lo.""",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1629611034766897152#m,"fui ler meu trab pra entender e fazer a minha parte, quando bato o olho em um tópico do trabalho e vejo que ele é chat gpt purinho PURINHO",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1629623336794816513#m,um ChatGPT que vc escreve uma frase e ele elimina termos racistas pra esse povo ter pelo menos um trabalho,POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1629628736998973441#m,posta @gemini_ti é namoradinho do gem pfv,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1629963906092261376#m,"eu sempre agradeço o chat GPT depois que ele me tira uma dúvida, pra ele lembrar que eu sou uma boa pessoa quando as máquinas dominarem o mundo 😎",NEGATIVO,NEUTRO,POSITIVO,,POSITIVO
1629981151979790336#m,"Saiu víde novo, confere lá! Deixa o like! Como usar o Chat GPT no whatsapp totalmente de graça #shorts #chatgpt youtu.be/8n8CALWSrzc",NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1629982095723442176#m,"vou fazer as tarefas de português ou redação tudo na base do chat gpt, pau no seu cu universo KKKKKKKKKKKKKKKKKK",POSITIVO,NEUTRO,NEGATIVO,,NEUTRO
1630347845311102976#m,O chat gpt é a prova que da pra falar sobre tudo em 1 Tweet ou 1 hora,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
1630352766483791873#m,Chat gpt escreva meus poemas para o altair,NEGATIVO,NEUTRO,POSITIVO,,NEUTRO
